T,AP,RH,V,EP
23.15,1011.11,82.49,58.79,447.71
12.14,1011.8,100.13,48.04,465.08
30.26,1006.24,58.98,71.77,429.27
16.74,1022.63,69.19,38.01,463.61
20.67,1014.42,81.89,57.5,453.29
20.21,1016,70.38,59.14,448.79
25.02,1016.71,69.85,60.77,441.21
24.82,1010,60.36,66.54,440.88
23.14,1011.87,66.44,62.26,444.38
21.84,1017.23,66.89,60.29,454.4
26.11,1002.57,84.99,69.84,427.45
10.67,996.55,99.94,42.02,472.65
14.93,1012.65,86.8,42.44,471.24
22.19,1011.03,82.49,70.02,444.85
29.27,1006.85,55.79,64.69,438.23
22.47,1007.62,76.65,47.45,447.14
31.95,1008.38,66.26,70.8,432.79
29.74,1008.1,52.72,70.32,432.69
18.1,1023.05,48.41,45,465.46
25.35,1008.75,66.88,66.56,436.51
10.48,1023.18,81.37,36.71,473.3
26.96,1004.86,59.17,72.86,441.12
17.76,1009.09,66.26,42.42,468.27
9.68,1022.04,85.23,40.77,473.73
9.84,1009.5,85.38,40.22,479.65
14.52,1011.11,69.84,40.35,470.8
23.49,1013.96,65.31,42.8,459.9
14.53,1016.48,76.36,39,464.86
17.49,1001.73,73.15,40.55,462.37
10.46,1020.65,92.24,41.26,473.76
13.86,1008.76,82.4,40.83,470.37
30.68,999.98,68.99,71.25,433.47
10.48,1017.17,92.81,41.93,480.01
23.66,1008.5,85.32,77.54,435.38
23.85,1013.99,60.6,69.45,439.67
30.89,1008.99,56.58,74.87,432.68
14.3,1016.64,63.9,53.82,465.42
23.98,1008.41,67.75,50.32,443.45
33.72,1011.4,37.51,74.33,428.96
9.76,1014.19,85.4,39.16,482.38
9.46,1008.67,78.16,42.28,481.95
14.43,1013.28,70.26,38.91,468.83
5.86,1017.03,85.06,40.62,480.71
10.57,1022.62,80.49,36.71,473.88
28.69,1017.71,53.83,67.25,432.21
13.27,1008.3,86.2,42.28,468.86
13.52,1008.31,84.14,40.83,471.95
28.01,1012.25,75.02,73.18,431.02
13.13,1020.26,87.44,50.59,470.03
14.43,1028.57,70.7,44.47,466.56
7.84,1022.23,96.51,43.52,483.79
26.06,1009.65,77.02,71.73,432.38
18.93,1017.58,68.23,44.06,454.75
13.63,1021.89,80.5,40.92,462.4
28.02,1013.44,44.46,68.08,434.95
9.45,1027.34,86.66,41.4,475.49
29.27,1015.21,67.16,69.89,425.55
21.38,1013.05,72.75,58.33,446.8
31.85,1003.6,60.22,73.91,431.26
11.82,1020.74,91.14,41.26,466.95
22.64,1013.88,84.22,63.73,447.21
22.72,1010.81,92.43,69.13,438.01
27,1002.66,70.59,71.25,437.22
29.55,1009.38,69.55,66.25,436.29
23.56,1009.67,74.78,71.85,439.48
12,1019.48,58.71,41.17,474.4
26.1,1013.12,61,63.56,442.75
24.88,1012.26,84.96,73.17,434.85
26.4,1008.51,66.95,48.41,442.23
25.69,1012.34,44.18,57.32,441.43
22.1,1009.79,67.57,65.94,443.95
24.47,1011.27,71.7,58.05,446.93
12.07,1009.7,93.27,39.99,473.06
19.89,1007.38,91.79,51.43,448.85
9.17,1019.03,66.21,40.67,487.33
12.85,1023.04,84.04,40.92,461.05
5.23,1026.23,79.38,35.57,488.5
12.43,1011.87,80.57,41.62,460.61
12.93,1018.5,80.28,41.39,472.57
9.03,1025.98,81.94,40.71,484.97
31.73,1016.38,44.51,74.67,425.34
25.63,1010.14,87.57,71.58,433.76
22.7,1012.08,78.08,61.41,449.75
32.06,1006.88,63.53,69.88,432.47
24.8,1020.69,55.74,64.63,447.82
23.47,1017.19,75.36,60.77,444.46
24.31,1013.82,63.85,65.34,449.88
23.02,1012.21,80.61,63.47,443.66
34.09,1009,32.96,68.51,431.19
17.75,1016.86,61.52,42.24,468.86
31.8,1000.77,49.82,69.05,426.5
6.62,1008.74,94.57,42.49,482.74
8.51,1023.17,87.79,41.26,477.51
27.41,1016.57,80.16,74.67,429.21
31.27,1003.72,68.92,73.91,430.59
17.45,1026.4,66.67,49.64,454.67
22.63,1009.83,77.43,57.17,433.54
10.07,1015.37,83.78,39.66,479.64
26.12,1013.06,68.96,68.51,433.11
12.28,1019.19,95.8,42.34,467.03
23.89,1011.16,84.9,70.04,433.71
14.8,1019.14,76.53,42.77,462.29
15.45,1023.63,70.74,45,469.54
23.09,1009.4,81.61,51.19,443.22
24.92,1015.12,93.68,73.68,438.23
13.15,1024.13,79.59,40.78,462.3
18.6,1009.8,86.42,58.71,430.38
24.88,1011.28,67.38,51.43,441.03
11.36,1013.22,86.16,38.25,473.55
17.12,1003.56,94.29,68.28,449.94
22.1,1015.19,59.05,68.63,449.54
25,1009.23,80.92,69.71,438.38
21.04,1007.15,64.82,47.43,450.27
26.85,1013.25,52.84,63.56,444.39
14.87,1015.23,74.41,42.18,465.89
32.21,1014.94,49.38,68.3,429.66
25.87,1012.06,44.13,57.32,442.87
19.98,1017.72,90.71,60.77,448.46
19.26,1019.45,51.32,44.34,467.72
16.75,1006.42,87.18,36.99,464.18
15.37,1011.58,96.76,41.96,466.02
27.96,1007.23,78.51,77.24,433.35
20.27,1014.24,86.55,63.56,446.93
24.66,1010.83,70.06,66.49,438.01
25.53,1010.65,82.04,59.57,445.59
25.43,1014.62,51.39,60.95,444.65
14.48,1015.83,92.15,46.18,462.3
19.5,1015.53,73.87,65.12,453.99
10.27,1022.16,70.77,38.38,475.58
17.98,1005.42,82.12,39.63,466.69
12.38,1020.23,81.5,44.2,467.04
26.61,1012.48,48.84,56.85,437.26
24.05,1011.32,88.94,72.24,437.81
15.9,1005.35,92.89,41.35,464.93
31.65,1008.57,59.05,66.25,437.35
11.2,999.99,96.69,42.02,472.27
14.96,1010.52,71.28,39.31,461.97
19.51,1008.52,78.38,44.05,451.7
27.57,1007.18,71.1,70.36,441.86
26.31,1012.45,77.22,77.95,436.83
29.59,999.71,71,70.17,434.85
10.14,1018.12,94.32,45.01,473.56
9.44,1020.16,72.26,41.79,474.03
13.69,1021.19,60.86,41.74,471.84
23.4,1002.85,69.82,49.16,446.05
12.42,1012.76,82.23,38.25,472.3
21.81,1011.97,64.72,43.77,453.13
33.2,1008.75,59.41,70.8,430.71
22.06,1014.3,77.75,45.61,455.61
27.86,1011.11,56.81,63.07,440.48
27.75,1010.21,46.37,66.54,437.58
20.98,1016.26,67.18,60.07,446.26
17.55,1018.86,76,43.14,461.58
6.05,1017.46,66.13,38.68,483.5
17.25,1014.27,67.8,39.39,465.74
21.54,1013.99,86.34,58.41,450.69
29.64,1012.13,44.65,69.51,428.69
16.7,1006.19,89.33,36.99,464.7
19.69,1012.41,75.51,57.32,449.59
19.61,1020.64,63.74,56.65,457.41
6.26,1002.04,87.54,41.31,485.57
6.9,1021.78,94.8,40.71,471.43
19.12,1017.34,92.45,58.79,447.02
12.23,1016.46,84.4,43.69,471.62
10.87,1011.43,95.56,37.5,474.07
20.56,1017.79,78.08,60.08,452.8
31.61,1004.83,42.29,75.08,436.67
14.66,1030.81,68.88,41.92,464.57
19.04,1010.53,100.09,50.12,446.59
14.32,1023.24,84.53,45.08,467.21
18.36,1013.31,83.18,53.16,458.47
31.74,1012.21,41.62,72.25,437.29
19.06,1004.23,84.43,44.63,456.54
14.43,1023.23,83.98,45.08,465.07
12.05,1016.63,100.14,40.55,472.19
17.98,1012.28,84.52,56.85,448.71
28.18,1003.97,55.56,49.3,438.91
23.03,1010.26,59.85,44.89,447.81
15.78,1007.24,84.23,48.6,460.86
24.45,1014.24,58.15,66.49,449.22
18.05,1020.69,77.87,56.03,459.09
14.2,1017.83,77.57,38.62,465.29
16.73,1012.94,74.04,37.2,463.89
13.72,1011.14,75.79,41.62,455.52
27.38,1012.74,53.53,59.21,437.78
10.99,1020.67,90.09,44.63,473.29
26.15,1013.03,59.77,64.27,439.11
17.4,1020.84,92.58,63.09,453
24.29,1010.29,87.3,63.57,443.28
29.01,1010.74,52.51,68.08,427.91
12.27,1023.21,57,43.8,468.55
16.9,1018.14,72.21,44.88,466.8
29.39,1010.97,53.88,71.14,430.5
25.45,1011.41,73.33,75.23,441.65
27.88,1009.51,56.44,62.66,441.32
18.2,1018.83,96.3,49.39,455.86
12.59,1025.79,86.55,41.14,465.74
19.3,1008.89,70.55,44.9,452.75
18.4,1006.18,92.36,40.79,461.29
14.83,1016.57,63.47,53.82,464
20.47,1016.97,68.6,58.16,453.99
28.65,1008.46,58.13,70.32,433.45
28.92,1007.03,66.14,72.43,431.5
28.64,1011.48,52.84,73.4,441.32
12.74,1007.62,97.64,44.03,463.96
10.57,1008.32,97.96,41.26,472.9
30.56,1000.3,70.55,71.25,431.92
13.8,1013.12,90.59,40.2,466.29
5.29,1020.62,83.83,41.38,492.12
33.59,1007.79,63.55,79.05,436.51
6.13,1020.69,94.57,40.64,481.13
18.51,1015.14,79.83,48.06,455.44
32.8,1005.27,44.53,68.67,432.28
24.18,1011.3,77.82,58.49,445.49
17.92,1012.62,93,50.66,456.84
6.13,1005.17,53.5,39.48,484.12
24.43,1013.25,55.4,65.27,440.99
28.88,1006.26,59.15,66.56,426.66
13.86,1022.6,83.56,44.21,468.3
20.95,1013.3,67.72,48.14,452.38
27,1013.12,61.39,59.15,440.58
9.07,1015.26,56.81,36.3,479.98
19.41,1012.34,78.8,67.32,446.71
33.61,1007.4,42.51,69.88,435.99
20.84,1016.96,75.05,59.8,451.13
23.31,1014.73,51.57,68.63,448.2
9.45,1018.89,84.29,43.5,476.1
13.78,1027.94,71.09,44.47,467.22
21.71,1013.07,85.75,58.05,449.38
18.88,1013.81,68.54,44.06,451.13
22.58,1009.04,78.99,52.3,445.6
12.51,1013.24,91.55,43.67,471.96
30.63,1007.47,46.52,74.22,430.38
27.75,1015.42,39,66.51,433.08
25.32,1006.19,73.94,60.37,438.5
13.85,1011.13,75.2,48.06,462.39
23.19,1002.38,61.19,48.6,445.52
16.18,1021.97,80.96,43.99,460.81
9.98,1017.32,77.78,39.66,481.64
28.87,1008.69,79.34,72.58,428.89
19.05,1020.48,83.04,62.96,454.26
19.83,1012.98,91.24,59.44,446.15
26.39,1007.62,70.82,49.02,438.53
12.25,1017.44,88.91,48.79,469.52
26.93,1006.25,77.79,56.9,444.7
27.16,1009.17,45.79,47.43,442.85
28.16,1003.77,83.17,70.4,434.01
10.32,1017.98,87.66,41.46,479.61
7.77,1016.53,73.79,35.77,479.68
10.13,1024.09,85.48,39.18,479.42
11.02,1012.32,66.54,43.02,478.81
30.24,1014.07,46.53,67.32,437.18
18.74,1014.24,41.54,45.09,456.25
23.26,1013.64,71.3,63.56,446.67
18.21,1013.54,80.16,49.69,454.25
23.97,1018.09,57.62,63.86,441.65
18.91,1013.56,58.34,43.14,460.19
21.65,1008.33,95.28,58.18,441.05
31.67,1013.88,39.33,69.89,426.35
32,1003.48,51.38,58.9,437.81
12,1013.21,86.75,41.5,473.68
27.11,1009.76,71.25,70.04,431.96
23.75,1006.25,70.17,67.9,445.22
28.26,1013.01,42.1,69.23,436.31
29.96,1010.15,54.47,70.04,427.1
9.27,1010.79,79.56,39.64,480.29
31.35,1008.29,72.26,71.97,430.16
25.85,1005.59,78.23,70.36,433.06
13.69,1009.94,74.64,43.22,466.72
22.48,1005.55,82.36,50.05,442.56
10.63,1008.93,98.14,37.5,474.81
28.61,1011.71,47.57,68.12,432.94
16.32,1021.3,72.6,43.5,460.07
25.46,1012.59,62.9,56.89,443.5
27.61,1012.79,77.01,69.68,438.31
29.79,1006.86,55.93,67.69,428.71
7.32,1026.15,76.51,39.42,476.12
26.35,1012.16,63.73,59.44,443.73
25.97,1011.9,88.73,43.21,434.83
7.33,1018.96,80.76,40,478.16
27.05,1009.57,76.56,77.95,434.09
22.22,1017.32,83.41,59.14,442.31
25.54,1013.14,71.15,61.08,447.06
23.44,1011.28,88.03,72.24,438.34
15.51,1022.81,69.55,41.76,463.82
21.89,1019.55,55.09,63.94,447.74
6.84,1021.04,89.59,41.06,489.96
25.24,1008.73,79.39,71.14,435.09
30.38,1010.17,50.45,71.58,433.75
16.91,1013.32,79.87,43.96,465.86
13.75,1019.9,88.23,41.49,469.02
22.93,1017.75,54.09,58.2,444.95
6.93,1018.61,88.31,43.13,486.94
20.04,1011.14,68.92,48.92,447.89
9.37,1015.15,82.96,42.32,477.57
20.76,1007.8,99.22,58.18,449.25
31.17,1010.51,43.11,69.51,428.94
21.74,1011.88,85.95,70.32,439.19
13.24,1007.9,87.53,40.83,472.22
21.28,1005.69,83.2,44.05,444.56
24.92,1019.19,59.24,63.86,440.93
9.37,1016.84,62.07,38.56,482.77
22.03,1006.88,82.05,59.43,442.9
25.77,1018.07,51.47,65.48,440.96
23.05,1006.69,76.43,68.67,447.34
31.05,1009.35,55.27,62.7,441.67
19.51,1015.28,80.75,66.51,448.04
22.47,1002.33,63.23,48.6,445.98
15.37,1011.9,91.48,43.67,468.23
27.96,1007.26,63.21,68.51,432.07
24.73,1009.82,88.79,70.72,439.3
24.43,1007.68,65.18,47.45,446.45
25.64,1017.14,49.25,63.87,444.34
10.82,1025.53,95.89,39.96,468.57
6.79,1012.61,72.46,38.5,488.69
20.41,1019.94,55.85,56.03,458.29
31.58,1003.26,54,66.54,429.73
22.85,1014.74,63.92,59.15,448.61
25.41,1007.21,69.2,68.94,436.95
14.41,1016.78,69.77,40.71,467.01
3.4,1011.1,83.43,39.64,459.86
28.12,1009.18,47.14,44.89,441.13
28.07,1007.17,67.02,70.32,430.29
22.61,1014.74,75.87,54.42,453.86
22.88,1017.33,66.26,65.48,447.14
19.24,1014.29,72.97,56.89,452.64
21.31,1012.94,88.39,58.05,446.76
24.15,1020.72,58.06,64.63,448.87
21.62,1012.93,67.05,58.59,445.92
23.84,1013.85,50.36,49.21,447.09
19.59,1012.73,85.84,66.54,447.16
12.75,1010.8,77.31,39.58,473.46
26.68,1011.41,67.33,68.08,433.04
10.63,1017.13,66.12,40.67,483.27
20.03,1013.05,64.59,66.86,450.93
18.78,1012.05,89.25,54.2,448.04
25.6,1006.35,81.58,56.9,437.82
21.29,1012.49,84.23,59.04,445.37
6.04,1027.8,86.4,41.14,480.39
15.2,1016.1,72.76,39,463.88
19.77,1019.02,91.03,49.39,451.05
31.98,1010.66,60.06,73.42,432.2
8.36,1014.99,73.65,40.67,489.1
8.68,1032.83,73.62,41.82,478.61
11.64,1015.5,87.05,40.1,477.2
11.49,1018.79,91.14,44.2,475.51
26.2,1007.92,72.95,71.14,431.7
30.51,1004.55,56.05,70.79,428.79
12.49,1012.61,83.32,38.25,470.63
9.42,1030.38,87.8,41.4,472.99
28.41,1008.94,56.56,61.47,442.54
34.66,1012,32.19,74.33,425.89
8.27,1020.13,86.1,40.69,484.97
25.38,1016.61,81.34,74.67,435.41
25.65,1003.73,68.48,49.3,440.05
28.04,1013.53,48.65,74.33,432.92
21.43,1013.94,61.25,46.97,457.68
28.25,1011.02,43.77,66.54,439.67
18.51,1017.21,88.1,58.46,448.39
6.58,1020.18,71.07,40.67,494.84
24.49,1005.51,88.65,70.79,430.54
9.82,1026.72,77.28,41.04,473.98
18.88,1010.43,85.54,65.94,445.61
11.53,1018.39,85.52,41.39,474.49
14.69,1016.54,63.49,53.82,463.52
27.33,1007.04,61.83,68.94,431.96
17.86,1015.59,88.28,50.88,457.33
31.59,1003.39,47.6,58.9,440.52
21.13,1006.97,64.26,47.43,448.83
29.72,1008.6,79.25,71.97,431.22
29.03,1010.86,54.03,67.79,445.03
8.94,1014.82,76.66,43.13,483.63
19.09,1012.34,45.75,43.14,463.3
23.03,1014.42,74.98,54.42,453.77
15.15,1011.94,73.63,39.58,466.78
25.73,1010.07,55.97,66.54,437.07
32.38,1007.7,61.15,77.24,430.96
22.69,1012.82,45.03,64.45,450.65
25.03,1014.96,62.23,57.5,449.48
15.46,1017.9,81.12,42.07,459.15
22.72,1012.54,77.72,58.82,448.67
8.53,1012.25,78.88,43.14,480.08
16.82,1010.49,63.14,41.66,465.64
19.45,1017.79,93.46,58.95,445.1
13.72,1018.57,65.95,34.03,469.25
9.44,1013.26,91.55,39.82,483.18
22.58,1013.21,71.33,41.54,460.95
16.36,1008.91,72.48,39.99,462.5
29.62,1011.05,63.13,71.8,438.55
26.13,1002.12,92.02,73.21,435.34
12.02,1006.05,84.66,39.69,470.17
16.02,1020.97,85.64,44.21,462.51
22.9,1003.45,80.95,49.3,441.77
18.81,1004.43,99.6,52.08,450.87
31.26,1006.66,63.91,76.09,430.36
10.07,1021.84,84.18,40.92,471.71
15.28,1016.45,83.07,44.58,467.92
17.29,1014.38,72.3,42.86,464.27
14.6,1011.11,72.52,39.31,464.16
18.43,1016.13,87.34,57.76,452.65
17.3,1009.64,77.86,43.72,456.55
19.84,1013.23,78.32,56.89,447.92
29.42,1006.51,53.6,56.9,439.51
14.04,1021.93,86.12,44.21,468.64
9.51,1015.69,82.52,40.81,475.29
30.29,1008.77,75.23,74.16,431.39
14.55,1023.83,87.6,44.84,465.14
16.58,1023.5,60.14,38.01,464.03
33.82,1013.49,42.17,73.03,439.3
13.73,1031.01,64.92,41.92,466.29
21.11,1010.1,62.62,43.43,447.83
24.81,1018.76,44.51,63.94,444.26
26.44,1013.35,60.71,59.15,439.65
31.23,1017.48,36.55,66.75,433.9
10.15,1019.56,81.79,41.46,479.32
20.46,1014.93,78.51,66.05,454.06
21.93,1018.96,76.8,60.84,440.76
28.08,1011.19,73.1,73.17,430.8
23.63,1006.41,83.06,60.93,439.9
14.05,1015.66,74.39,40.69,470.9
23.91,1017.25,68.57,50.23,455.41
23.47,1011.89,74.1,51.3,448.65
19.7,1014.88,88.1,51.3,454.94
28.14,1000.7,70.17,76.86,434.68
32.16,1008.17,56.88,66.25,434.5
30.9,1011.21,65.32,73.42,433.44
11.64,1010.58,80.84,40.22,477.52
19.48,1019.28,78.04,63.09,449.6
15.89,1001.45,74.37,38.73,465.76
23.03,1011.85,81.24,59.04,444.85
15.83,1013.39,81.9,45.01,460.22
4.31,1011.75,82.08,38.5,492.92
24.2,1006.72,78.08,68.67,444.09
24.86,1011.5,71.78,63.47,441.68
27.77,1017.97,38.77,63.87,444.06
29.49,1007.83,79.08,70.98,434.43
20.98,1012.9,70.7,42.23,462.27
27.16,1009.24,90.26,72.58,429.59
25.96,1011.34,71.57,68.08,432.82
11.28,1014.62,99.78,42.44,473.36
30.36,1010.9,63.27,71.8,437.4
25.47,1015.3,50.31,65.34,445.39
27.51,1002.42,90.88,73.77,436.91
30.02,1009.68,56.01,69.04,440.49
10.15,1015.86,97.4,41.62,463.89
28.8,1006.41,66.03,71.77,426.87
22.36,1007.47,87.33,51.43,442.53
33.67,1010.83,60.87,80.18,431.99
8.35,1022.78,97.34,43.52,479.31
24.12,1006.55,83.77,51.43,441.49
25.53,1009.19,74.7,71.85,431.26
15.26,1016,76.06,41.2,467.98
15.36,1012.41,62.32,41.66,466.7
12.73,1005.68,68.77,40.27,475.61
27.67,1004.41,78.14,71.64,433.29
26.64,1004.98,93.31,73.56,432.93
25.09,1016.99,53.16,58.95,443.26
13.09,1012.22,91.91,43.67,474.45
15.06,1016.78,88.23,41.85,466.72
30.03,1010.07,64.2,70.02,436.88
26.85,1002.84,81.31,69.84,426.58
14.13,1015.94,80.89,43.7,469.28
12.36,1021.36,65.45,37.73,470.39
12.91,1017.66,93.66,40.73,464.61
25.79,1014.39,60.49,63.9,442.7
17.28,1024.39,76.08,44.92,459.26
15.86,1012.18,40.33,43.02,466.6
21.95,1015.22,75.09,60.95,450.38
8.4,1013.67,69.13,38.5,486.5
26.62,1005.15,84.99,70.36,441.28
20.56,1015.85,45.7,43.79,462.11
15.86,1015.59,87.26,49.69,462.84
31.01,1010.89,56.52,74.16,434.64
22.49,1009.73,85.19,58.82,444.11
15.66,1021.18,88.62,43.99,467.57
11.86,1019.82,91.45,40.55,473.31
19.12,1014,59.95,45.01,453.24
17.27,1007.85,78.8,44.9,454.19
20.24,1020.72,62.9,56.65,455.49
28.18,1006.84,75.55,67.17,438.49
12.24,1013.38,90.26,41.62,461.23
6.25,1019.65,71.27,39.04,484.14
24.27,1007.84,80.85,61.47,448.66
22.55,1006.57,76.29,69.84,438.54
20.76,1017.22,78.75,58.79,447.07
15.33,1013.4,78.99,37.2,466.81
22.12,1009.61,90.83,63.91,447.77
16.65,1010.6,95.69,46.18,465.6
30.37,1006.95,65.93,76.09,435.01
18.71,1013.26,82.64,53.16,455.7
12.99,1007.52,94.15,40.55,472.18
16.8,1020.65,85.26,56.03,461.96
15.49,1016.01,71.31,39,462.28
26.08,1007.03,63.34,52.3,442.44
24.18,1009.88,79.54,59.92,438.85
27.63,1000.42,85.22,70.17,432.46
11.8,1013.21,89.68,45.09,470.57
20.7,1016.73,68.19,58.16,453.22
10.5,1016.55,91.75,39.28,480.92
14.88,1009.4,67.15,41.66,468.55
28.21,1008.26,86.29,73.06,430.46
12.82,1018.53,88.46,46.18,466.06
21.14,1012.98,87.27,58.05,449.74
4.93,1015.65,71.47,38.44,485.01
26.25,1008.29,60.65,66.56,436.3
14.95,1027.66,66.71,42.74,464.31
21.46,1016.75,67.14,50.59,453.67
14.35,1006.39,91.23,49.83,462.54
14.18,1016.9,64.57,53.82,465.25
16.03,996.35,82.04,41.23,464.67
29.54,1005,69.69,74.99,432.94
25.26,1014.43,58.35,65.61,447.34
12.33,1022.46,59.3,37.73,470.11
24.67,1009.06,72.77,61.5,437.37
20.45,1010.81,86.7,48.41,444.69
20.39,1021.31,62.35,64.15,457.37
27.57,1004.91,68.37,69.84,426.6
16.58,1010.4,96.29,46.18,463.51
25.18,1013.26,57.45,69.23,438.72
21.27,1014.53,80.76,57.5,453.34
22.93,1009.3,82.8,51.19,443.57
15.09,1019.46,60.49,44.34,468.8
15.49,1007.16,82.16,40.89,465.37
27.66,1009.71,84.27,69.75,439.18
21.99,1014.09,61.3,58.96,453.38
28.57,1010.75,62.12,62.26,437.41
14.87,1022.26,78.21,41.76,464.84
7.14,1016.6,97.09,41.22,435.58
24.94,1012.72,73.71,63.94,438.55
10.17,1018.58,87.72,41.17,478.04
25.18,1012.26,64.46,56.89,442.42
22.75,1011.44,84.47,58.79,445.67
26.33,1011.9,52.1,61.41,452.79
13,1012.57,61.56,39.85,477.71
22.2,1009.2,82.95,51.19,445.54
20.05,1012.29,85.09,42.48,457.01
15.85,1007.4,82.12,42.28,467.3
27.95,1010.12,78.97,77.54,434.7
27.22,1004.59,52.66,66.48,436.06
14.19,1018.34,77.25,39.52,467.14
18.97,1012.72,75.69,43.43,453.2
13.45,1020.19,88.72,41.49,467.3
18.39,1003.77,92.48,67.71,444.63
31.67,1012.38,46.52,69.68,439.72
27.25,1014.15,68.52,73.03,439.78
26.48,1009.31,84.11,69.14,435.76
17.19,1016.74,85.97,58.86,451.87
34.14,1000.19,43.56,74.34,434.23
32.74,1010.23,41.29,68.31,441.66
10.91,1008.66,66.53,37.92,473.72
16.69,1021.78,80.87,43.52,460.51
14.41,1016.25,88.88,46.18,462.49
22.18,1002.75,70.84,69.05,442.14
11.25,1011.64,63.54,40.67,480.49
28.14,1014.44,46.17,65.34,443.11
5.78,1012.65,88.8,45.87,483.27
19.65,1009.76,75.36,44.89,451.35
15.56,1013.72,89.78,40.12,461.21
25.88,1011.95,65.87,63.47,443.94
15.45,1012.6,85.47,46.63,464.37
29.77,1009.8,52.6,69.48,432.69
20.74,1015.43,77.88,58.12,449.91
11.36,1016.34,85.19,40.75,477.5
31.11,1002.32,64.25,75.33,433.37
25.15,1011.68,70.33,71.14,434.99
12.7,1017.89,62.97,39.72,467.77
10.76,1016.41,79.24,44.58,483.54
30.39,1007.55,72.76,70.98,435.48
11.43,1022.81,92.04,41.16,466.86
20.25,1016.28,77.76,57.76,452.66
10.5,1026.32,85.04,52.72,468.01
13.58,1016.17,79.17,39.28,472.17
15.12,1016.37,75.62,43.79,470.11
21.61,1014.5,75.62,41.54,458.47
28.75,1008.92,77.17,77.24,433.03
21.2,1014.04,85.06,59.39,444.57
23.19,1008.33,82,60.75,439.43
23.3,1018.17,75.36,48.78,441.08
19.6,1015.4,84.26,60.95,456.06
22.16,1017.22,70.51,65.48,446
23.56,1017.93,76.34,60.77,443.13
29.01,1011.21,71.56,66.44,430.61
14.86,1010.58,86.8,37.85,467.71
14.54,1013.87,76.39,39.39,470.23
32.32,1006.63,62.96,76.09,432.53
23.55,1011.76,58.44,65.94,443.98
25.34,1008.4,74.79,69.48,433.81
31.76,1003.02,49.64,66.54,430.18
21.65,1013.13,66.07,56.89,445.93
26.01,1009.54,75.01,61.47,435.78
25.82,1013.64,66.4,61.08,448.46
29.76,1008.59,51.1,57.19,436.21
18.43,1019.76,39.99,44.63,458.75
23.69,1007.19,86.73,73.67,437.57
31.01,1003.4,55.06,71.37,430.82
11.41,1015.56,57.62,40.62,466.83
20.77,1010.76,63.12,43.77,453.46
11.74,1020.64,82.15,40.71,470.05
19.95,1013.21,81.98,50.66,458.72
31.46,1002.86,53.75,66.54,427.76
10.31,1018.02,70.1,38.18,476.31
27.03,1010.33,66.25,71.14,430.41
11.36,1012.8,76.16,41.48,465.37
17.01,1015.8,80.95,50.59,463.4
10.6,1021.23,89.02,41.46,481.3
8.27,1020.11,75.25,35.76,480.8
27.58,1008.51,87.99,71.97,430.53
12.24,1007.9,94.28,49.83,466.83
28.54,1013.9,49.4,58.33,439.28
22.56,1010.7,51.63,48.92,445.07
10.02,1012.86,89.47,39.82,482.47
9.78,1022.97,78.31,52.75,469.58
9.42,1029.21,86.4,41.4,474.75
25.59,1009.12,68,61.5,439.14
18.6,1013.9,51.16,43.56,464.67
19.58,1009.82,100.1,50.12,449.44
27.76,1009.4,50.15,44.89,442.83
29.08,1006.14,40.09,52.84,438.24
20.84,1008.63,84.11,51.19,448.98
10.9,1016.66,86.2,41.46,479.45
11.72,1021.54,85.13,40.55,470.8
28.01,1007.61,58.45,64.69,440.23
26.44,1009.52,81.75,71.73,430.55
13.55,1014.57,81.48,40.1,469.57
11.67,1019.81,82.58,41.93,476.1
13.2,1010.49,64.96,41.78,468.58
24.98,1016.39,63.12,60.32,446.46
28.06,1010.27,69.72,68.24,429.47
23.84,1013.6,47.63,49.21,447.03
18.89,1003.92,86.12,67.71,443.54
17,1005.32,100.1,49.78,453.77
27.34,1008.32,56.51,71.29,434.94
30.65,1012.51,42.32,65.18,436.79
19.35,1021.37,68.53,64.15,457.74
30.04,1011.04,51.01,68.08,429.52
23.23,1005.01,88.1,71.77,432.8
27.06,1009.24,90.31,72.58,429.18
22.29,1019.05,58.23,61.27,449.81
27.38,1010.08,78.61,74.16,436.65
13.45,1008.73,87.06,45.87,464.88
20.95,1009.96,87.73,70.72,445.66
16.58,1015.23,81.59,37.64,460.48
29.22,1009.73,61.5,60.23,436.32
23.82,1007.26,88.16,73.67,438.42
28.3,1010.92,61.83,59.27,445.19
31.87,1005.64,48.85,68.67,435.66
29.72,1014.9,72.73,77.95,434.99
7.74,1009.07,90.11,42.49,481.69
18.34,1013.27,85.42,65.94,451.29
19.74,1007.68,64.02,67.71,446.1
11.68,1006.48,96.16,40.55,474.8
13.92,1003.83,88.69,41.16,465.33
13.92,1015.12,61.64,43.41,464.76
30.21,1006.19,67.57,71.32,434.91
20.34,1015.18,80.21,59.8,453.54
14.01,1029.16,68.31,42.74,466.15
19.09,1019.91,39.32,44.63,461.36
7.64,1016.17,84.45,43.79,486.01
24.06,1010.66,81.16,58.98,443.75
14.47,1009.78,91.15,42.99,469
31.94,1013.32,56.17,69.98,432.03
15.63,1020.4,74.77,37.87,465.28
18.22,1013.62,75.56,45.09,454.74
17.74,1018.87,58.59,44.2,454.37
14.87,997.39,82.06,41.23,465.01
31.15,1008.89,61.08,66.25,437.55
20.99,1005.17,82.41,67.07,442.02
11.28,1017.91,81.03,43.41,471.42
14.44,1015.61,76.85,42.32,462.13
